평점,리뷰
4.5,"야하고 재밌다길래 보았다.그러나 이 드라마는 그것만으로 평가하면 안된다. 
권력에 의해, 명예에 의해 본심이 짓밟힘에 분노하다."
3.5,왕좌의 게임은 늘 에피9가 시리즈 전체를 아울러 주제가 된다. 이 사실을 알고보면 에피초중반의 지루함을 견딜수 있다. 시리즈가 계속되어도 HBO는 HBO의 품위를 잃지 않는다.
5.0,CG의 미
5.0,"혼돈과 혼란 모든 것이 뒤엉킨 드라마. 그 안에서 길을 찾는 사람들. 
매 화 무심한 듯 내뱉는 촌철살인의 대사들 또한 좋다."
5.0,이거 1편보고나면 1시간 순삭당함;; 아 그리고 내 최애캐는 티리온 아리아 존스노우 이 세명이 똑같이 좋은데 제발 계속 보게 해주세요ㅠㅠ
5.0,본격 주연 살해 드라마
3.0,주인공이...  숀빈이네?
5.0,이때는 아무도 몰랐다...
5.0,"너무나도 매력적인 인물들이 많다
※특히 대너리스♡♡"
5.0,숀빈아재...
4.0,Winter is coming.
5.0,"드라마로 보기엔 조금 과하고 영화로 보기엔
많이 부족한...
나이트 워치 설정이 왠지 진격의 거인 냄새가..."
5.0,방금 본 애가 죽어있다
4.0,"왕좌의 게임은 한 단어로 정의된다.
Valla Morghulis. (모든 사람은 죽는다.)"
4.5,캐릭에 애정을 갖게되는 순간 그 캐릭은 죽는다.
5.0,분명 서사극이었는데 마지막회에서 갑자기 판타지로 돌변했다.
3.5,잔인한 성인 판타지
4.0,엄마야
4.5,재밌는 건 확실한데 잔인해서 더이상 못 보겠다. ㅠㅠ
5.0,앉은 자리에서 시즌1 정주행 끝내버렸다
5.0,Winter is Coming.
5.0,"충격적인 반전하고 광대한 스토리로도 뭐..
말이 필요없음
주인공이 누구인지 몰겠는"
5.0,첫회가 넘나 잔인해서 미루고 안봤던 나를 반성해봅니다.
4.0,winter is coming
5.0,위대한 원작이 완벽한 연출로 승화돨때.
5.0,소설이 영상화 상상했던 이상의 모습으로
5.0,최고의 미드
4.5,"할 말이 필요없다 
꼭 보세요~"
3.0,네드스타크 왜 이렇게 빨리...
4.0,좋아하는 캐릭은 다 죽어...
4.0,미드의 왕좌는 괜히 붙은 게 아니지
3.5,이건 드라마의 수준을 뛰어넘었다
5.0,여러분 처음부터 세르세이(서세이)를 좋아하면 편합니다
4.0,추천을 받았습니다. 시작하면서 최애캐는 만들지 않는게 좋다는 조언을 받고 시작한 드라마라서 좋아도 좋지않은 척하며 보고있...
4.0,시즌 마지막회가 되어서야 드러내는 본색
5.0,스토리가 탄탄하고 볼만함
4.0,분명 책에서는 안이랬는데 왜이렇게 야해졌지
5.0,내가 이걸 처음 봤을때의 감정을 다시 느끼게 해줄 드라마를 다시 만날 수 있을까?
4.5,주인공은안죽는다더니누가주인공인줄모르겠다...
5.0,"대너리스가 뜨기 전.. 아낌없다
그 이유만으로도 볼만하다.. ㅡㅡ
숀빈의 부스트로 시리즈의 위대한 시작"
5.0,너무좋았어요  꼭보시길^^
5.0,"역시...
사람들 반응도 다 똑같구나..."
4.0,하.. 왕겜 안 본 뇌 삽니다.
4.0,어휴.. 이래서 정을 주면 안돼..
보고싶어요,"미드가 영화를 뛰어넘을수 있다는 것을 절실히 보여준 작품
내 인생에 이런 미드를 내줘서 감사하다"
4.0,보고 또 봐도 안질림! 미드지존임
4.5,"서양중세판타지를 싫어하는데
캐릭터도 스토리도, 배경과 소품도 너무 잘 만들어서 볼 수밖에 없는 드라마."
5.0,1편은 좀 지루함 대너리스때문에 봤다
5.0,"항상 뇌리에 스치는
winter is coming"
3.0,"뒷골목 거지부터 철왕좌의 주인까지 
너도 한방, 나도 한방. 죽창 앞에선 모두가 평등하다."
5.0,충격과 공포..
4.0,이 시리즈를 보지 않은 사람은 반전을 논할 수 없다. 내가 본 역대급 반전.
5.0,신세계
4.5,"내가 감히 평가할수있는 작품이아님....
왕좌의게임의 그냥 최고!!"
5.0,기대보다 산만한 전개인데 모지 갑자기 주인공이라고 생각한 사람들이 죽더니 끝나네...시즌 2를 보라는 얘기였구나...
5.0,오랜만에 미드봤는데 꿀잼
5.0,시즌1은 처음 접하면 다소 지루하고 무슨 내용인지 감이 안잡히는 경향이 있음
5.0,이제 누구라도 안 죽으면 이상하다.
2.0,1시즌은 그 자체로 거대한 왕국의 수도에 갇힌 한 가족의 위기를 다룬 훌륭한 중세 드라마이다.
5.0,엄청나다
5.0,명작
5.0,.
4.5,좋죠
5.0,시즌1은 재미없는데 참고겨우봤음
5.0,방대한 이야기를 끌어가는 연출력. 아무 배경 지식이 없어도 충분히 재밌다.
4.0,설마 설마 하다 네드 스타크의 목이 날아가던 순간... 왜 이 드라마에 주인공은 없다고 하는지 단번에 이해했다...ㅎ
5.0,하루만에 1편을 다 보았다. 배우들의 연기와 cg등 모든게 완벽했다
5.0,"멘붕과 흥미진진 주인공은 없다...
아이고 아부지"
5.0,명불허전
4.0,용엄마 예쁨
5.0,에드를 돌려다오!!
5.0,왜 진작 보지 않았을까ㅜ
2.5,진짜 재밌다.. 얼른 시즌2를 봐야되는데
4.5,역시 니는 사전 지식없이 보는 작품은 그 감동이 배가 한다~ 드라마의 정의는 이거 본 후와 이후로 나뉘지~ㅋ
5.0,판타지의 위대한 서막이 펼쳐진다.
5.0,흥미진진하고 재밌다.. 누가 왕좌에 앉게 될 것인가?
5.0,스토리 배우들의 연기력 cg  모든것이완벽한 드라마
4.5,끝임없이 떡밥만 뿌리는군
5.0,선정성과 폭력성이 극단적으로 드러남에도 불구하고 반전에 반전을 거듭하는 스토리는 소설을 능가하는 몰입도를 보여준다. 진정한 판타지의 진수를 보여주는 최고의 드라마라고 할수있다.
3.0,"장기판 위에 서로를 지키거나 잡아먹거나 희생시키는
장기알들 같다."
5.0,"이 드라마의 첫화를 본 순간
앞으로 몇년동안 인생 망치겠구나... 라는 생각이 들었다"
5.0,왕좌의 게임에 빠지게 만들다...
5.0,"전설의 시작. 이 때는 몰랐지. 내가 폐인이 될 줄.
you know nothing."
5.0,"할리우드의 김갑수, 숀빈"
5.0,시즌1은 다소 지루함. 등장인물 소개 및 스토리 시동거는 단계라고 보면 됨.
5.0,전설의 시작이자 멘붕의 시작
4.5,정말재밌음
5.0,"미드계의 삼국지
환타지계의 정치드라마"
3.5,"근친상간, 아동살해미수, 미성년자강간, 참수, 또 한 번의 근친상간 이 모든걸 시즌 1 1화에서 보실 수 있습니다!"
4.5,첫 날 방영하던날 실시간으로 보던 그 충격을 아직도 잊지못한다.
5.0,기대. 그 이상. 전설의 시작.
5.0,전설의 시작
4.0,흥미진진하고 야함ㅎㅎ
5.0,"처음엔 꽤 재밌게 본 것 같은데, 다시 정주행할 때 보면 의외로 지루한 시즌1! 스타크 가문의 수난과 왕좌의 게임의 전설은 여기서부터 시작!"
5.0,대너리스 타르가르옌
5.0,"일년씩 기다려야하는 드라마라니...
미쳤다고 생각했지만 육년째다.
앞으로도 계속 그럴것이다. 
다음시즌을 기다릴수밖에 없게만드는 반전의 반전
최고다.
주인공은 대체 누구냐?"
4.0,전설의 시작
5.0,"멘탈을 잔잔하게 개박살냄
이 작품에서 최애캐를 만든다면 무사히 시즌졸업을 하지 못할것이다."
5.0,언제 뒤집어질지 모르는 권력과 매일매일 위태로운왕좌
4.5,센세이션!
4.5,"빅뱅이론 시즌1 다시 볼때: 와 ㅋㅋ머리좀봐 다들 어리네
왕겜 시즌1 다시볼때: 왘ㅋㅋ 얘도 살아있고 얘도 살아있네 ㅋㅋㅋ 엌ㅋㅋ 얘도 살아있어! 얘도 살아있고 얘도 아직..."
3.0,너무잔인해서별하나뺌..ㅠ
5.0,왕좌의 게임 전후로 미드의 시대가 변동될듯. 충격적인 전개와 미친 흡입력
5.0,안본눈삽니다
4.0,"전 시즌 다봤는데... 사람들 평대로 뒤로 갈수록 스토리라인이 좀 후져진다.
특히 마지막 시즌이 이야기가 산으로 가는데
아마 마무리해야되서 급하게 스토리를 종료하다보니 해프닝이 된듯.
그래도 정치를 설명하는 정말 재밌는 이야기였음.
판타지를 빙자한 정치물."
5.0,암울하네…
5.0,네드가 주인공 아니었나요 .. 첫 시즌부터 정성스럽게 대어로 낚인 기분 .. 🎣‼️
4.5,별점을 다섯개 이상으로 줄수있다면 좋겠다.
4.0,너무보고싶어요
보고싶어요,ㆍ
5.0,나에겐 반지의 제왕보다 한 수 위
4.5,Masterpiece
5.0,누가 나의 주인공인가
5.0,"서양 정석 판타지 증세물 느낌인데
세계관과 적나라한 정치 싸움이 눈에띈다. 방대한 등장인물로 스토리 따라가기 바쁘지만 재미있다

조프리 언제죽냐"
5.0,Winter is coming
5.0,"이거지. 이게 미드지

시리즈를 어떻게 시작하는지도 알고, 에피소드 하나하나를 어디서 끊어야 할지도 알며, 어떻게 캐릭터를 만드는지도 안다. 단, 시리즈를 어떻게 잘 여매는지는 모르는..읍읍."
5.0,winter is coming
4.0,내 인생 드라마
5.0,[골드] 10/10점
5.0,개씹고트
3.5,재밌음!!!
5.0,"프롤로그격인 시즌, 처음 볼 때는 누가 누군지도 거의 모르고 봤으나 그럼에도 불구하고 밤을 새가며 보던 기억이 새록새록"
5.0,날것의 그느낌....
5.0,"정 좀 생길라 하면 다죽네..😿⚔️
스타크 가문에 신의 가호가 있기를 !"
5.0,"(2024년 완결 후 5년이 지나 2차 정주행 시작)

Pass Warner 가입하고 왕좌의 게임 있어서 다시 정주행 해보는데 우와 이게 시나리오가 이렇게 재밌는 미드였구나…세계관이랑 인간관계도 다 알고 다시 보니 상황들이 더 잘 이해되며 더 몰입되네 젠장 망했다 주말에 페인처럼 지내겠네"
4.5,칼 드로고 헤헤헤헤ㅔ
5.0,"인생 최고의 작품
볼 수 있음에 감사"
5.0,"곧 세번째로 정주행 할 작품이지만, 매번 놀랍고 새롭다. 내 인생 최고의 미드."
5.0,안본사람부럽다
3.0,시작은 군더더기 없다. 미치게 만드는 세계관
5.0,명예는 모욕당하고 적에게 뒷통수를 맞고 가족을 떠나고 친구를 잃고 사랑하는 이와 영원할 수 없다. 그래도 이 피와 배신과 정의의 게임에 참가하겠는가?
5.0,안 본 눈 삽니다....
4.0,2024.01.02
4.0,"2회차: 2023. 11. 17.

다시봐도 정말 재미있다."
4.0,재밌어서빡침
5.0,"한줄평 : 머야 왜 주인공이 다 죽어?!

세계관이 엄청난 미드.
중세, 종교, 용, 왕족, 판타지 모든요소가 계속해서 다음편을 궁금하게 만드는 드라마.

“Winter is coming”"
5.0,"마지막 시즌은 좀 아쉬웠지만 그래도 이 정도의 서사와 연출력을 가진 드라마가 10년안에 나올까싶다
Winter is coming"
5.0,톨킨의 힘을 다시금 확인한 대작
4.0,"시즌의 시작이며, 방점이 아니였을까"
3.5,뒷통수가 얼얼해요
4.0,왕좌에 남겨진 수많은 냄새들을 남김없이 맡게 한다.
4.5,"오프닝부터 웅장하다
시즌1은 다른 시즌에 비해 지루한 느낌이 있지만
시즌1만 견딘다면 멈출 수 없을 정도로 흥미진진함

뒷내용이 궁금해서 잠을 잘 수가 없음"
4.5,새로운 세계를 접하는 것은 늘 새롭다. 고등학생 시절 가족들이 다 잇던 주말 거실에서 노트북으로 보다가 황급히 꺼버린…
5.0,"셰익스피어, 햄릿?"
5.0,등장인물 이름 외우기 힘들다..
4.0,으아아ㅏ!!!!으아아!!!!!으아아아ㅏ!!! 안본사람들 부럽다
5.0,위대한 원작에 걸맞는 시작
4.5,레전드
5.0,스포일러가 있어요!! 보기
5.0,방대한 세계관에 압도된다. 일단 시작하면 멈출 수 없다.
3.5,"방대한 세계관에 정신 못 차리는 와중에 놀랍도록 촘촘한 갈등 구조와 대립관계, 가히 판타지의 왕좌"
3.5,대박!
5.0,이건 결말이 별로여도 봐야하는 드라마
3.0,조프리 개 미친놈;;;;
4.0,진짜 재밌다는 말밖에는 안나오는데용
4.0,너무 센 마라맛은 내 취향이 아니구나.
4.0,대장정의 시작
4.0,이게 미드구나
4.5,추석전부터 보기 시작해서 연휴에 다 봐버렸다. 멈출수가 없이 재밌었는데 마지막 시즌부터 뭔가 이상하게 흘러가더니만 엔딩이 이상해져버렸다.. 뭐든간에 마지막까지 재미를 유지하기가 힘든건가보다. 아리아에게 푹 빠져서 봤다.
4.0,Winter is coming.
4.5,"정말 수위가 거침없고 가문들 수나 캐릭터들이 너무 많아서 처음엔 좀 혼란이 생길수도 있다.
그래도 수위가 적나라한 만큼 더 몰입되고 캐릭터 하나하나 놓치지 않으려는 노력이 잘 보임"
5.0,어...? 여기서 벌써 죽...어?
5.0,호방하게 그어낸 붓의 한 획 같다.
5.0,왜 이거 이제 봤지
5.0,친구들한테 제발 1만 좀 견디면 2부터 개재밌다고 했는데 정작 나는 1도 개재밌게 봄
5.0,명작
4.5,This is it!
5.0,위대한 서사의 시작. 잔인하기는 하지만 그만큼 매력 있는 주인공들. 시즌1 마지막은 충격과 공포 그 자체.
5.0,그래도 왕게임 덕에 PC떡칠하면 조진다는 교훈을 전세계에 알린 부분은 높이삼
4.5,진짜잔인하고 야한데 너무 재밋움
4.5,"Winter is coming

Stark 페밀리를 중심으로 결국 이 수많은 등장인물들에 애착을 만들어내는. 중세 로얄페밀리들의 정치공략과 독보적 판타지 세계관이 굉장히 엔터테이먼트하게 술술 잘 풀린거같다. 사람들이 어디에 hyped 될지 어떻게 해야 얠 개패고 싶을지 너무 잘 암.
테리온 하운드 제이미 최고다아"
5.0,"돌이켜보면 이만한 시즌 1이 없었던 것 같다.
처음에 볼땐 정적이고 간단해서 싫었는데 돌이켜보니 이게 다 복선이고, 폭풍전의 가장 조용한 때더라"
4.0,"""겨울이 다가온다""
""북부의 왕이시여"""
4.0,"오랫동안 이걸 잊어버리고 다시 처음 봤을 때의 느낌을 받고 싶었지만, 단 하나의 장면도 잊을 수가 없었다."
3.0,죠프리 개새끼보다 더 좋은 평을 남길 엄두가 안 난다
5.0,폭풍에 휘말리면 그 한가운데 서서 움직여야 한다.
보고싶어요,"판타지에 환장하는 나에게
판타지가 줄 수 있는
모든걸 선물해 주었다"
4.0,아무런 사전 정보 없이 봤다. 참 다행이다.
4.5,"역시는 역시다
•
•
너무 올곧으면 부러진다는 말이 맞는거 같다"
3.5,쓸데 없는 자극적임과 대상화에 눈살찌푸려져 여러차례 시도한 끝에 겨우 시즌1을 끝냈다. 결국 마지막 장면때문에 시즌2도 간다.
4.5,22.09.28 ~ 22.10.09 3회차
4.0,봐야징
4.5,"에다드 : 자식들은 잘 키웠는데 아내복이 없는 듯.. 케틀린 제발... 집에만 계시라고요ㅠ

타이윈 : 여러 의미로 괴물만 낳았다..

아오 조ㅈ프리... 조ㅈ프리 죽는 거 보려고 계속 봄."
5.0,"사람들이 많이 죽는데 막그렇게 암울하지도 않고 딱 최소한의 밝음을 유지한 채 근엄한 무게를 지키는 게 몰입하기 좋았다
그리고 의외로 여성성장사가 담겨있는 게 놀라웠고 매우 매력적이다"
4.0,시작 단계라 흥미는 그닥.
3.0,오프닝 음악부터 너무 좋았음. 그리고 늦게 봐서그런지 대너리스가 너무너무 매력적으로 느껴지네..
2.5,"3번의 실패 끝
인내심과 믿음이 나에게 부족한 덕목이란 걸
깨달았다"
5.0,"거대한 판타지라는 껍데기안에
정치 스릴러 장르를 탑재한 위대한
시리즈의 시작"
5.0,이렇게 재미있는 드라마를 다시 만날 수 있을까
5.0,"정치, 액션, 판타지, 중세 시대의 감성까지 잘 버무려 한 군데 담아낸 작품. 시즌 1이 정말 좋았다."
5.0,"미국애가 추천해줘서
서구 중세극 취향아닌데 봤더니
도파민 중독이 환장할만하긴함"
5.0,Game of thrones? Nope. game of incest.
5.0,시작부터 미쳐버리는...
5.0,"""용두"""
1.0,클리셰를 이만큼 부숴버린 이야기도 없을 듯. '주인공은 죽지 않는다.'
5.0,모든면에서 클리셰를 완벽하게 부숴버린다
보는 중,마음이 너무 공허해서 오랜만에 다시봤는데 역시 최고다! 극중 모든 캐릭터들과 서로 얽혀있는 관계들을 통해서 배울게 너무 많다!
4.5,"He Won't Be A Boy Forever.
And Winter Is Coming."
4.5,"아니 네드 왕이될 상 아니었냐고요,,,,
칼드로고랑 헤필리 에버 애프터 아녔냐고요,,,,하"
4.5,왜 보는지 모르겠다. 배경이 바뀌었을 뿐 현실의 차별과 혐오를 더욱 자극적으로 풀어내기만 하는 작품.
3.5,"매우 잔인하고 선정적이고...  그리고 너무 재밌다.
최고"
3.0,4화
5.0,하루만에 다 봄
5.0,"처음 스토리 깔땐 조금 지루하지만, 그 후로 조금도 지루하지 않다"
3.0,전설의 시작
5.0,아리아 사랑해
4.0,"그렇게 재밌다길래 몇 번 도전했다가 포기한 기억이 있는데 시즌1을 끝낸 지금으로서는 도대체 왜...? 이해가 가지 않는다. 시즌 1 전체가 치고 박기 직전의 프롤로그를 깔아준 느낌인지라 시즌2가 기대된다.
대너리스 네도, 북부 스타크 네도, 나이츠 와쳐들도 고루고루 정이 가는데 라니스터만 더럽게 정이 안 간다. 시즌1 부터 비호감으로 시작한 이 가문, 과연 내가 품을 수 있으려나."
3.5,"와 용 태어난거 와;; 와.. 빨리 자라서 조프리 좀 태워버려라..
.
.
.
+) 2회차 시작했는데 괜히 시작함 아 조프리 진심 혈압 오름 하 죽이고싶다 아 너무 열받아서 미칠 거 같음 아 진짜 어떡하지.. 1회차 때 어떻게 견뎠지 싶었는데 욕 한바탕 쓰고 신고당해서 댓글 막혔었네..ㅎㅎ"
4.5,정말 완벽한 분위기
3.5,보로미르와 네드 스타크의 공통점: 빨리 죽는다.
4.0,"롭스타크가 그리울때마다 찾습니다
다시 볼수록 제일 슬픈 시즌"
4.5,"인물도 많고,, 세력들도 헷갈리고 처음에는 이게 뭔가 싶었다. 하지만 이때는 몰랐다. 시즌2부터 엄청나게 빨려들 것이라는걸"
4.5,"왜 좋아하는지 알겠다
정치+중세+판타지에 세계관이랑 인물 설명도 잘 해주고 아주 자극적"
4.0,볼수록 마음이 황량하고 피폐해져가지만 멈출 순 없어
4.5,재혼했습니다
5.0,시즌 1 다운 다이나믹한 전개와 플롯의 완성도가 돋보인다.
5.0,2021.12.19-
5.0,이땐 몰랐지
4.0,네드 내놔
5.0,"이 드라마는 미쳤다! 주인공을 죽이는 드라마라니! 근데 이건 서막에 불과할 것 같은 기분이 드는 게 시즌 2를 보기가 망설여질 정도.
-
[명대사 1]
에다드: 겨울이 오고 있어
-
[명대사 2]
티리온:  자신이 누군지 잊지 말게. 세상도 잊지 않을 테니. 그걸 갑옷 삼으면 자네가 찔릴 일은 없네
-
[명대사 3]
제이미: 저기에 엉덩이를 비빈 왕이 몇이겠습니까? 그런 말 아십니까? 왕이 싸지르면 대수가 닦는다
-
[명대사 4]
티리온: 열두 살 때는 스튜에 내 올챙이를 뿌렸소. 내 소시지를 꺼내서 껍질을 벗긴 후에 눈물을 쏙 뽑았소. 누님의 식사였는데 먹었는지 모르겠네
-
[명대사 5]
시리오: 신은 하나뿐이오. 그의 이름은 죽음. 죽음이 찾아왔을 땐 이렇게 말하는 거요. 오늘은 아니야
-
[명대사 6]
세르세이: 왕국의 주인은 경이 됐어야 해요. 제이미에게 킹스랜딩이 함락된 얘기를 들었죠. 미친 왕을 왕좌에서 끌어낸 건 경이었어요. 그저 계단을 올라가 앉으면 그만이었죠. 안타까운 실수였어요
에다드: 평생 많은 실수를 저지른 몸이지만 그건 실수가 아닙니다
세르세이: 실수였어요. 왕좌의 게임에서는 승리 아니면 죽음이죠. 중간은 없어요
-
[명대사 7]
제오르: 우린 모두 인간일세. 희생할 게 없을 땐 의무를 잘 수행하지. 그럼 명예라는 건 쉽게 따라온다네. 하지만 누구나 살다보면 그게 어려워지는 날이 오게 마련이야. 선택을 해야 하는 날"
3.0,스포일러가 있어요!! 보기
4.5,"“왕좌의 게임에서, 승리하지 못하면 당신은 죽어요.”
마법과 드래곤이 존재하는 세계에서조차 정치가 제일 무섭다."
5.0,스포일러가 있어요!! 보기
4.5,입체적 캐릭터
4.5,"살면서 처음으로 본 미드가 왕좌의게임이라 감사합니다.
2021.11.2 ~ 2021.11.7"
4.5,시즌8까지 5일만에 끝낼 수 있는 연출과 스토리...결말이 다소 아쉽지만 훌륭한 작품이다
2.0,"대너리스 비긴즈

어마어마한 세계관과 가문간의 갈등,
수많은 캐릭터들에 대한 매력적인 서사 부여까지 흠잡을 데 없이 완벽했던 시즌1"
4.5,반지의 제왕 깨갱.
4.0,이거 정주행 하고싶다 ..
4.0,예상치 못하게 목이 날아가고 용이 태어나는 순간 느꼈다 아 이제 잠 못자겠네
3.5,뭔가 웅장하고 엄청난걸 시작해버린것 같다..
5.0,"몇 번을 시도했지만 내 취향이 아니어서 결국 실패했다.
미국에 있던 때는 친구들과 대화하기 위해 꼭 봐야하는 미드였으나 이젠 그렇지도 않으니 볼 유인이 더 떨어진다."
5.0,모든 시즌제 드라마 중 가장 완벽한 시즌1 드라마로 남지 않을까
4.5,10년이 지나고 보는 것임에도 느껴지는 자본내음 보소.
5.0,시즌1 1회부터 시작된 나의 아리아 스타크 입덕
4.0,장르가 주는 즐거움
3.5,"대작의 서막
용의 어머니"
4.5,드라마도 안좋아하고 중세시대도 안좋아하는데 개재밌다
5.0,늑대가 째고양
3.0,21.09.05
5.0,"드디어 영접했다
시즌1끝날때 소름.."
4.0,옷입은애가 안나옴
4.0,리얼리즘을 머금고 피비린내나는 정치극이 가미된 불세출의 판타지.
5.0,"클리셰를 계속해서 박살낸다 매우 신선,충격적"
5.0,등장인물 이름이랑 족보 외우느라 혼났네
4.0,1화 빌드업 지루하지만 참고보면 1화 마지막씬부터 정말 미친듯이 빠져보게 됨
3.0,칼만 들면 핸드폰 가리고 시청함 무서워 죽겠어 밥 먹으면서는 절대 못 볼 드라마 1위 등극
3.0,"미친듯한 몰입감까지는 모르겠지만
재밌다"
5.0,그냥 존잼
4.5,"ㅜㅠ 왜 이제 봤을까
인생 드라마 등극!!"
5.0,"조프리 왕짜증 ;;
분조장 이쑤시개

조프리 진심 너무 싫어;;
싸이코 대벌레

제발 다음편 그만보고 싶다...
근데 손이 누르고 있음..."
4.0,여러번의 시도 끝에 시즌 1 끝. 과한 성적 장면에 몇번이고 망설엿지만 시즌이 지날수록 다른 이야기가 펼쳐지지 않을까에 대한 기대감으로 참았다.
5.0,보는 내내 괴로웠다 1
4.5,다시 봐도 재밌다
4.5,결말만 아니면 완벽한 작품...
2.5,설전의 시작
5.0,선과 악이 공존할 수 있는 방법
3.0,주인공인줄 알았는데......
4.0,재미있긴 한데 등장인물이 너무 많다...
4.5,대서사시의 시작
5.0,"스토리가 방대해서 그런지 초반 내용파악을 해야하기에 조금은 지루한 첫 시즌이었다.
명작으로 정평이 난만큼 초반부의 지루함을 견딜만 했는지 지켜보자"
3.0,왕좌의게임 시즌1은 말이 필요없지
4.0,"다들 너무 재밌다해서 꾸역꾸역 봣는데 언제 재밌어지죠,,? 아무래도 이런 중세 판타지랑은 맞지 않는 듯"
5.0,현자가 사랑받는 것이 아니라 멍청이가 미움을 사는 법이다.
5.0,완꿀잼❤️👍
3.0,스포일러가 있어요!! 보기
5.0,누구를 응원하고 좋아하면서 봐야하는거지?..
3.0,"먼저 정주행하는 칭구에게
캐릭터에 정주지 말래
라며 어디선가 들은 말을 내뱉어놓고선
.
모든 캐릭터에 정을 줬습니다(엉엉)"
4.5,이때부터였을까요. 주인공들이 죽어나가는 게 낯설지 않아진 것이..
2.5,"개인적으로 23년간 살면서 이런 드라마능 없었네요
이걸로 일주일중에 6일을 잃어버렸습니다 . 5점드릴게요"
3.5,이름값이 너무 커서 그런지 생각보다 지루하고 잔잔했다 라니스터 가문 특히 조프리 죽는 날 만을 기다리며 시즌2 시작..
5.0,자극적인 것중 최고 근친소재가 역겹지만 그거 빼고 재밌음 정주행 의향 있음
4.5,Winter is coming
3.5,정말 혼란스럽고 인물구분도 안되겠지만 시즌1까지만 참고 보시길.
4.5,불친절함.
4.5,"드디어!! 왕겜을 봤다
지금봐도 제작비 엄청 들었겠다 싶은데 10년 전이면...
근데 등장인물이 너무 많아서 누가 누군지ㅋㅋㅋㅋㅋㅠㅠ
이 넓은 세계관에 아직 스며들지 못해서 유치한 맛에 봄 남의 집 애들 소꿉놀이 보는 느낌 내가 바란건 이게 아니었는데
칼 드로고 ㅈㄴ섹시"
5.0,"무슨 짓을 해도 라니스터를 좋아할 수가 없을 것 같다고요?
아뇨.. 사랑하게 되실 거에요..."
5.0,전설의 시작
5.0,그 많은 등장인물을 지나치다 보면 드디어 칠왕국이 보인다. 그 게임을 지켜보는 건 얼마나 즐거운 일인지.
4.0,왕좌의 게임은 인생미드
2.0,.
2.0,군생활 녹이기엔 최고의 작품. 남자라면 봐줘야지
4.5,레전드의 시작
4.5,"괜히 왕좌의 게임이 아니구나
발 담궜다가 시즌 8까지 쭉 달리게 되었다."
5.0,훌륭한 스타트
5.0,뒤로 갈수록 재밌다고 하길래 보기는 보는데 진짜 여혐 개오졌다 ㅋㅋㅋ
5.0,명작이라는데 3~4화를 못 넘기고 항상 끄는 작품
4.0,마지막 시즌이 어떤지 알고도 시작하여 끊을 수 없게 된...
4.0,"훌륭한 캐릭터, 좋은 음악, 흥미로운 이야기"
4.5,"진짜 재밌게 봤다..

별로 선호하지 않는 장르임에도 몰입해서 하루종일 쉬지않고 봤다.. 보자마자 평을 썼다면 더 좋았을 것 같다.

다채로운 캐릭터들이 너무 좋았고 또 그들의 서사에 미추ㅕ버려..."
4.0,시즌 1부터 죽어나가는 구나 ㅠ.ㅠ 흑흑.. 뭔가 정도를 걸으면 다들 목이 날라가 ㅠ.ㅠ
2.5,선정적이고 폭력적이지만 광대한 세계관과 예상치못한 스토리 전개가 여태까지 보지못했던 재미를 준다. 시즌 8까지 정주행 할 원동력을 심어준 네드의 죽음...
4.0,210130 왓챠
4.0,"어떻게 캐릭터들한테 정을 안줄수가 있어,,, 한시즌만 봤는데 벌써 정들어 버렸다 큰일났네 왕며들었어"
4.0,스포일러가 있어요!! 보기
5.0,Winter is coming.
4.5,이게 왜 유명하지? 재미도 없고...
5.0,정통중세유럽판타지 좋아하는 사람
5.0,사람 목 다 짤려 나가는데 꼴에 사람 사는 얘기라고 교훈이 참 많다.
4.5,스포일러가 있어요!! 보기
4.0,형님같은 아버지가 되자고 다짐했는데
4.5,그래 왕겜은 1~6까진 재밌었어...
2.5,봐라! 무조건 봐라 최고다!! 환타지 액션을 싫어하는 노땅도 환장하고본다 시즌1부터 시즌8까지 뭐하나 빠질게 없는 엄청난 수작이다
5.0,쉽게 정을 주지 않을 것이다.
5.0,시작은 창대했고 끝도 창대했다.시즌 마지막 마지막회를 보기전까지말이다...
3.0,"캐릭터 파악만 하느라 큰 재미 모르겠는데..
벌써 죽었네..;?"
4.0,"왕좌의 게임 왓차에 있다고??????
당장 정주행 하러 감"
3.5,"왕좌의 게임 전체가 대단한 서사시이긴 하지만,
시즌1은 등장인물 소개와 시놉시스 보는 느낌이라
조금 피곤한 느낌"
3.5,아무리 주변에 추천해봐야 씹덕으로 보일 뿐이지만 그걸 품고 추천한 드라마
